/usr/lib64/python2.7/site-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
  from ._conv import register_converters as _register_converters
2018-05-03 22:42:43.345630: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-05-03 22:42:44.912384: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1212] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.582
pciBusID: 0000:05:00.0
totalMemory: 10.92GiB freeMemory: 10.76GiB
2018-05-03 22:42:44.912423: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1312] Adding visible gpu devices: 0
2018-05-03 22:42:45.147770: I tensorflow/core/common_runtime/gpu/gpu_device.cc:993] Creating TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11178 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:05:00.0, compute capability: 6.1)
2018-05-03 22:42:45.148886: E tensorflow/stream_executor/cuda/cuda_driver.cc:936] failed to allocate 10.92G (11721113600 bytes) from device: CUDA_ERROR_OUT_OF_MEMORY
finish loading vgg16 model
the step is 000000  mae is 0.291865  sad is 896.609802  mse is 0.339980  mae_t is 0.942919  sad is 26.183924  mse is 1.239487
the step is 000200  mae is 0.058080  sad is 178.421021  mse is 0.024821  mae_t is 0.367691  sad is 8.408000  mse is 0.224510
the step is 000201  mae is 0.054712  sad is 168.075607  mse is 0.022862  mae_t is 0.323327  sad is 5.610055  mse is 0.183450
the step is 000202  mae is 0.055795  sad is 171.403030  mse is 0.022453  mae_t is 0.240116  sad is 3.330896  mse is 0.101402
the step is 000203  mae is 0.055604  sad is 170.815201  mse is 0.023012  mae_t is 0.338981  sad is 0.916948  mse is 0.213809
the step is 000204  mae is 0.053520  sad is 164.412994  mse is 0.021018  mae_t is 0.265043  sad is 2.983592  mse is 0.131574
the step is 000205  mae is 0.055948  sad is 171.872345  mse is 0.022629  mae_t is 0.308290  sad is 2.876964  mse is 0.180040
the step is 000206  mae is 0.060521  sad is 185.920807  mse is 0.026914  mae_t is 0.345702  sad is 1.231050  mse is 0.237490
the step is 000207  mae is 0.047011  sad is 144.417816  mse is 0.015672  mae_t is 0.238328  sad is 3.284402  mse is 0.102748
the step is 000208  mae is 0.061731  sad is 189.637100  mse is 0.027546  mae_t is 0.386672  sad is 2.571762  mse is 0.255607
the step is 000209  mae is 0.056130  sad is 172.429947  mse is 0.022374  mae_t is 0.300686  sad is 7.369211  mse is 0.148848
the step is 000210  mae is 0.056915  sad is 174.841660  mse is 0.024144  mae_t is 0.377265  sad is 3.218078  mse is 0.223955
the step is 000211  mae is 0.059387  sad is 182.437439  mse is 0.027667  mae_t is 0.439907  sad is 4.066504  mse is 0.316003
the step is 000212  mae is 0.053229  sad is 163.518356  mse is 0.019998  mae_t is 0.325658  sad is 5.269143  mse is 0.167857
the step is 000213  mae is 0.053510  sad is 164.381851  mse is 0.021128  mae_t is 0.347252  sad is 7.756227  mse is 0.191786
the step is 000214  mae is 0.051922  sad is 159.505005  mse is 0.019582  mae_t is 0.373427  sad is 4.117787  mse is 0.224170
the step is 000215  mae is 0.049257  sad is 151.316574  mse is 0.017319  mae_t is 0.239821  sad is 2.116422  mse is 0.093076
the step is 000216  mae is 0.052057  sad is 159.918976  mse is 0.020157  mae_t is 0.346810  sad is 3.917222  mse is 0.212327
the step is 000217  mae is 0.052196  sad is 160.346725  mse is 0.021173  mae_t is 0.319694  sad is 6.372149  mse is 0.169561
the step is 000218  mae is 0.052553  sad is 161.443130  mse is 0.019209  mae_t is 0.368123  sad is 9.129823  mse is 0.214514
the step is 000219  mae is 0.049315  sad is 151.494827  mse is 0.017492  mae_t is 0.288419  sad is 11.772113  mse is 0.140786
the step is 000220  mae is 0.047951  sad is 147.306595  mse is 0.016475  mae_t is 0.336048  sad is 3.501959  mse is 0.152398
the step is 000221  mae is 0.048527  sad is 149.074448  mse is 0.015893  mae_t is 0.299456  sad is 6.589831  mse is 0.138444
the step is 000222  mae is 0.062761  sad is 192.802307  mse is 0.027943  mae_t is 0.361784  sad is 6.371016  mse is 0.211909
the step is 000223  mae is 0.054649  sad is 167.883179  mse is 0.019736  mae_t is 0.266716  sad is 2.115330  mse is 0.104916
the step is 000224  mae is 0.052065  sad is 159.944519  mse is 0.019290  mae_t is 0.362989  sad is 3.174344  mse is 0.202380
the step is 000225  mae is 0.052008  sad is 159.768555  mse is 0.018238  mae_t is 0.340861  sad is 2.318538  mse is 0.162155
the step is 000226  mae is 0.047407  sad is 145.635330  mse is 0.015283  mae_t is 0.339677  sad is 4.391002  mse is 0.168981
the step is 000227  mae is 0.064091  sad is 196.888519  mse is 0.028594  mae_t is 0.416399  sad is 1.971651  mse is 0.291740
the step is 000228  mae is 0.048644  sad is 149.434418  mse is 0.017370  mae_t is 0.353838  sad is 2.122679  mse is 0.197069
the step is 000229  mae is 0.049129  sad is 150.923645  mse is 0.018117  mae_t is 0.316324  sad is 1.291240  mse is 0.169224
the step is 000230  mae is 0.047017  sad is 144.436081  mse is 0.016360  mae_t is 0.274475  sad is 4.596362  mse is 0.142777
the step is 000231  mae is 0.045854  sad is 140.864685  mse is 0.015747  mae_t is 0.286957  sad is 5.755783  mse is 0.138097
the step is 000232  mae is 0.054019  sad is 165.946655  mse is 0.021612  mae_t is 0.340733  sad is 3.387910  mse is 0.194509
the step is 000233  mae is 0.047637  sad is 146.340134  mse is 0.016278  mae_t is 0.260315  sad is 3.090724  mse is 0.105661
the step is 000234  mae is 0.048558  sad is 149.171494  mse is 0.016951  mae_t is 0.313210  sad is 4.887964  mse is 0.160756
the step is 000235  mae is 0.054079  sad is 166.130127  mse is 0.021398  mae_t is 0.302511  sad is 5.922567  mse is 0.147146
the step is 000236  mae is 0.045476  sad is 139.700897  mse is 0.014960  mae_t is 0.301912  sad is 1.133682  mse is 0.124342
the step is 000237  mae is 0.048353  sad is 148.540344  mse is 0.016811  mae_t is 0.342484  sad is 1.977506  mse is 0.180085
the step is 000238  mae is 0.048759  sad is 149.788589  mse is 0.016803  mae_t is 0.240645  sad is 1.731921  mse is 0.094244
the step is 000239  mae is 0.050261  sad is 154.402878  mse is 0.017548  mae_t is 0.284406  sad is 4.417678  mse is 0.137733
the step is 000240  mae is 0.052017  sad is 159.795700  mse is 0.018825  mae_t is 0.335074  sad is 1.899201  mse is 0.160077
the step is 000241  mae is 0.049489  sad is 152.031311  mse is 0.017146  mae_t is 0.238535  sad is 0.516432  mse is 0.099996
the step is 000242  mae is 0.045871  sad is 140.916595  mse is 0.014898  mae_t is 0.286997  sad is 6.206885  mse is 0.142281
the step is 000243  mae is 0.056370  sad is 173.168823  mse is 0.021900  mae_t is 0.392152  sad is 2.707424  mse is 0.228196
the step is 000244  mae is 0.067425  sad is 207.130569  mse is 0.034329  mae_t is 0.363371  sad is 6.266696  mse is 0.240144
the step is 000245  mae is 0.055917  sad is 171.776489  mse is 0.022474  mae_t is 0.396973  sad is 7.826722  mse is 0.268625
the step is 000246  mae is 0.061855  sad is 190.018295  mse is 0.028452  mae_t is 0.486575  sad is 6.867518  mse is 0.340298
the step is 000247  mae is 0.053817  sad is 165.326004  mse is 0.021251  mae_t is 0.326071  sad is 7.052271  mse is 0.169135
the step is 000248  mae is 0.057664  sad is 177.144241  mse is 0.024609  mae_t is 0.357136  sad is 2.188177  mse is 0.236401
the step is 000249  mae is 0.054522  sad is 167.491806  mse is 0.021275  mae_t is 0.365765  sad is 10.758988  mse is 0.210742
the step is 000250  mae is 0.044329  sad is 136.177612  mse is 0.015046  mae_t is 0.350743  sad is 0.964898  mse is 0.169399
the step is 000251  mae is 0.052151  sad is 160.207001  mse is 0.020540  mae_t is 0.323705  sad is 3.304386  mse is 0.154875
the step is 000252  mae is 0.056758  sad is 174.359512  mse is 0.024130  mae_t is 0.417885  sad is 8.704976  mse is 0.286857
the step is 000253  mae is 0.050549  sad is 155.287964  mse is 0.019368  mae_t is 0.288057  sad is 4.875936  mse is 0.134213
the step is 000254  mae is 0.044651  sad is 137.168533  mse is 0.014815  mae_t is 0.283510  sad is 5.227635  mse is 0.131518
the step is 000255  mae is 0.049607  sad is 152.391220  mse is 0.018856  mae_t is 0.272238  sad is 2.436263  mse is 0.133927
the step is 000256  mae is 0.053335  sad is 163.846085  mse is 0.023678  mae_t is 0.268241  sad is 5.196898  mse is 0.139780
the step is 000257  mae is 0.055659  sad is 170.985931  mse is 0.023901  mae_t is 0.263821  sad is 3.468715  mse is 0.123346
the step is 000258  mae is 0.055082  sad is 169.211395  mse is 0.021620  mae_t is 0.329370  sad is 2.866178  mse is 0.161068
the step is 000259  mae is 0.054900  sad is 168.653046  mse is 0.021411  mae_t is 0.258389  sad is 2.926001  mse is 0.120041
the step is 000260  mae is 0.048176  sad is 147.995789  mse is 0.017353  mae_t is 0.332511  sad is 7.287312  mse is 0.186428
the step is 000261  mae is 0.045009  sad is 138.267136  mse is 0.014952  mae_t is 0.282107  sad is 5.681071  mse is 0.143146
the step is 000262  mae is 0.044880  sad is 137.872177  mse is 0.014660  mae_t is 0.249422  sad is 0.603355  mse is 0.133084
the step is 000263  mae is 0.055747  sad is 171.256302  mse is 0.021867  mae_t is 0.351770  sad is 1.625884  mse is 0.209681
the step is 000264  mae is 0.052868  sad is 162.409760  mse is 0.019616  mae_t is 0.273137  sad is 1.908681  mse is 0.118597
the step is 000265  mae is 0.073990  sad is 227.298233  mse is 0.037027  mae_t is 0.416203  sad is 12.912294  mse is 0.270046
the step is 000266  mae is 0.050793  sad is 156.037247  mse is 0.018863  mae_t is 0.298429  sad is 3.003985  mse is 0.173854
the step is 000267  mae is 0.054869  sad is 168.556992  mse is 0.020869  mae_t is 0.234173  sad is 7.416954  mse is 0.104838
the step is 000268  mae is 0.054194  sad is 166.482712  mse is 0.021464  mae_t is 0.312218  sad is 4.723236  mse is 0.172226
the step is 000269  mae is 0.052173  sad is 160.275162  mse is 0.020866  mae_t is 0.201726  sad is 0.519649  mse is 0.097095
the step is 000270  mae is 0.048954  sad is 150.387695  mse is 0.017513  mae_t is 0.305574  sad is 5.287039  mse is 0.153985
the step is 000271  mae is 0.057146  sad is 175.551743  mse is 0.027027  mae_t is 0.426392  sad is 6.899021  mse is 0.272079
the step is 000272  mae is 0.049712  sad is 152.714630  mse is 0.018612  mae_t is 0.356563  sad is 6.888082  mse is 0.205125
the step is 000273  mae is 0.047561  sad is 146.108231  mse is 0.016701  mae_t is 0.216466  sad is 1.794069  mse is 0.086943
the step is 000274  mae is 0.044556  sad is 136.877411  mse is 0.014276  mae_t is 0.287027  sad is 4.208394  mse is 0.135200
the step is 000275  mae is 0.059127  sad is 181.639496  mse is 0.027055  mae_t is 0.440841  sad is 5.427638  mse is 0.314063
the step is 000276  mae is 0.054900  sad is 168.651932  mse is 0.023569  mae_t is 0.414197  sad is 8.826129  mse is 0.286329
the step is 000277  mae is 0.051595  sad is 158.498550  mse is 0.019216  mae_t is 0.304134  sad is 2.867985  mse is 0.139206
the step is 000278  mae is 0.045880  sad is 140.942093  mse is 0.014870  mae_t is 0.278721  sad is 3.018832  mse is 0.118987
the step is 000279  mae is 0.058629  sad is 180.107269  mse is 0.025832  mae_t is 0.351775  sad is 6.624284  mse is 0.183670
the step is 000280  mae is 0.057324  sad is 176.097977  mse is 0.022478  mae_t is 0.337049  sad is 11.735378  mse is 0.182613
the step is 000281  mae is 0.053828  sad is 165.359940  mse is 0.021139  mae_t is 0.390017  sad is 2.967644  mse is 0.225384
the step is 000282  mae is 0.046702  sad is 143.468658  mse is 0.015858  mae_t is 0.232888  sad is 3.805396  mse is 0.092991
the step is 000283  mae is 0.050498  sad is 155.130386  mse is 0.017911  mae_t is 0.267825  sad is 7.574616  mse is 0.118259
the step is 000284  mae is 0.048694  sad is 149.587402  mse is 0.016838  mae_t is 0.311624  sad is 2.340922  mse is 0.140118
the step is 000285  mae is 0.051130  sad is 157.071350  mse is 0.018077  mae_t is 0.266169  sad is 5.124027  mse is 0.107940
the step is 000286  mae is 0.045677  sad is 140.318420  mse is 0.014771  mae_t is 0.256744  sad is 2.125839  mse is 0.125511
the step is 000287  mae is 0.044614  sad is 137.053604  mse is 0.014123  mae_t is 0.278889  sad is 0.604634  mse is 0.124646
the step is 000288  mae is 0.044774  sad is 137.545731  mse is 0.014082  mae_t is 0.341448  sad is 10.443200  mse is 0.177208
the step is 000289  mae is 0.044619  sad is 137.068253  mse is 0.014439  mae_t is 0.307414  sad is 5.659181  mse is 0.162335
the step is 000290  mae is 0.049678  sad is 152.609741  mse is 0.018102  mae_t is 0.368822  sad is 2.503569  mse is 0.225816
the step is 000291  mae is 0.045125  sad is 138.623550  mse is 0.014579  mae_t is 0.277157  sad is 1.307351  mse is 0.131087
the step is 000292  mae is 0.051062  sad is 156.862854  mse is 0.019528  mae_t is 0.287232  sad is 1.694386  mse is 0.143049
the step is 000293  mae is 0.044746  sad is 137.459579  mse is 0.015166  mae_t is 0.273757  sad is 5.012502  mse is 0.151462
the step is 000294  mae is 0.054206  sad is 166.522263  mse is 0.022721  mae_t is 0.389233  sad is 17.262506  mse is 0.224591
the step is 000295  mae is 0.049477  sad is 151.994537  mse is 0.019760  mae_t is 0.367526  sad is 8.067577  mse is 0.231916
the step is 000296  mae is 0.048037  sad is 147.570709  mse is 0.017254  mae_t is 0.313388  sad is 7.413506  mse is 0.155940
the step is 000297  mae is 0.048046  sad is 147.596680  mse is 0.017933  mae_t is 0.316983  sad is 4.965861  mse is 0.178761
the step is 000298  mae is 0.052644  sad is 161.723740  mse is 0.020088  mae_t is 0.372000  sad is 17.708679  mse is 0.205206
the step is 000299  mae is 0.056884  sad is 174.746155  mse is 0.025399  mae_t is 0.359029  sad is 13.861397  mse is 0.221164
the step is 000300  mae is 0.054312  sad is 166.845139  mse is 0.023460  mae_t is 0.293535  sad is 5.498792  mse is 0.179530
the step is 000301  mae is 0.049238  sad is 151.260269  mse is 0.018308  mae_t is 0.325520  sad is 5.100244  mse is 0.155232
the step is 000302  mae is 0.060831  sad is 186.872284  mse is 0.029225  mae_t is 0.382469  sad is 2.507090  mse is 0.270404
the step is 000303  mae is 0.055160  sad is 169.452652  mse is 0.021766  mae_t is 0.325435  sad is 2.495766  mse is 0.206775
the step is 000304  mae is 0.043654  sad is 134.103638  mse is 0.014995  mae_t is 0.258394  sad is 3.845684  mse is 0.109332
the step is 000305  mae is 0.044013  sad is 135.208054  mse is 0.015660  mae_t is 0.269658  sad is 5.120274  mse is 0.134966
the step is 000306  mae is 0.058772  sad is 180.547867  mse is 0.024553  mae_t is 0.329017  sad is 9.307897  mse is 0.175332
the step is 000307  mae is 0.047569  sad is 146.131088  mse is 0.017103  mae_t is 0.371631  sad is 3.901388  mse is 0.213505
the step is 000308  mae is 0.050955  sad is 156.532333  mse is 0.019329  mae_t is 0.328432  sad is 2.918777  mse is 0.173015
the step is 000309  mae is 0.063515  sad is 195.118301  mse is 0.029573  mae_t is 0.347591  sad is 8.290751  mse is 0.223687
the step is 000310  mae is 0.046550  sad is 143.002533  mse is 0.015713  mae_t is 0.232043  sad is 1.134462  mse is 0.103059
the step is 000311  mae is 0.051265  sad is 157.484756  mse is 0.018837  mae_t is 0.378462  sad is 4.959372  mse is 0.207741
the step is 000312  mae is 0.056922  sad is 174.865875  mse is 0.024519  mae_t is 0.494778  sad is 0.710011  mse is 0.360114
the step is 000313  mae is 0.052880  sad is 162.446899  mse is 0.019014  mae_t is 0.255357  sad is 6.933716  mse is 0.111555
the step is 000314  mae is 0.062588  sad is 192.269394  mse is 0.026869  mae_t is 0.393530  sad is 7.863916  mse is 0.237803
the step is 000315  mae is 0.049507  sad is 152.086777  mse is 0.018046  mae_t is 0.303080  sad is 2.217035  mse is 0.160429
the step is 000316  mae is 0.052640  sad is 161.710007  mse is 0.020077  mae_t is 0.350558  sad is 5.407366  mse is 0.213120
the step is 000317  mae is 0.055418  sad is 170.243149  mse is 0.022314  mae_t is 0.355939  sad is 7.016624  mse is 0.193062
the step is 000318  mae is 0.055332  sad is 169.978592  mse is 0.022828  mae_t is 0.334537  sad is 6.697441  mse is 0.196839
the step is 000319  mae is 0.050023  sad is 153.670258  mse is 0.019107  mae_t is 0.377381  sad is 5.257305  mse is 0.235191
the step is 000320  mae is 0.054812  sad is 168.382111  mse is 0.021752  mae_t is 0.311371  sad is 9.633816  mse is 0.161510
the step is 000321  mae is 0.053926  sad is 165.661438  mse is 0.020416  mae_t is 0.273313  sad is 2.663166  mse is 0.124884
the step is 000322  mae is 0.055327  sad is 169.964172  mse is 0.020998  mae_t is 0.285180  sad is 0.574071  mse is 0.114741
the step is 000323  mae is 0.044574  sad is 136.930283  mse is 0.014218  mae_t is 0.338887  sad is 7.394508  mse is 0.163157
the step is 000324  mae is 0.044504  sad is 136.715225  mse is 0.014681  mae_t is 0.303231  sad is 3.335542  mse is 0.144319
the step is 000325  mae is 0.051814  sad is 159.173126  mse is 0.019728  mae_t is 0.281751  sad is 3.910709  mse is 0.131993
the step is 000326  mae is 0.052476  sad is 161.205933  mse is 0.021315  mae_t is 0.392807  sad is 4.180260  mse is 0.266151
the step is 000327  mae is 0.053834  sad is 165.377228  mse is 0.020254  mae_t is 0.389292  sad is 12.503672  mse is 0.229585
the step is 000328  mae is 0.050366  sad is 154.725174  mse is 0.018008  mae_t is 0.314925  sad is 6.784117  mse is 0.160481
the step is 000329  mae is 0.050305  sad is 154.536285  mse is 0.016288  mae_t is 0.281370  sad is 6.690424  mse is 0.120083
the step is 000330  mae is 0.048410  sad is 148.714172  mse is 0.016054  mae_t is 0.289054  sad is 7.617143  mse is 0.136765
the step is 000331  mae is 0.049017  sad is 150.580627  mse is 0.017008  mae_t is 0.326284  sad is 2.308788  mse is 0.162965
the step is 000332  mae is 0.051924  sad is 159.509598  mse is 0.019453  mae_t is 0.307591  sad is 10.219105  mse is 0.150590
the step is 000333  mae is 0.055247  sad is 169.717651  mse is 0.022030  mae_t is 0.329237  sad is 4.208638  mse is 0.164201
the step is 000334  mae is 0.055267  sad is 169.780640  mse is 0.021124  mae_t is 0.527729  sad is 5.311066  mse is 0.361441
the step is 000335  mae is 0.046361  sad is 142.422501  mse is 0.015148  mae_t is 0.318175  sad is 4.060874  mse is 0.165657
the step is 000336  mae is 0.045088  sad is 138.509140  mse is 0.014514  mae_t is 0.292106  sad is 7.002951  mse is 0.166066
the step is 000337  mae is 0.051759  sad is 159.003937  mse is 0.018733  mae_t is 0.302240  sad is 1.840948  mse is 0.126698
the step is 000338  mae is 0.048701  sad is 149.608002  mse is 0.016980  mae_t is 0.290022  sad is 6.456753  mse is 0.149313
the step is 000339  mae is 0.052069  sad is 159.955719  mse is 0.020158  mae_t is 0.305973  sad is 5.968015  mse is 0.160086
the step is 000340  mae is 0.064753  sad is 198.922714  mse is 0.032069  mae_t is 0.399036  sad is 3.510724  mse is 0.266721
the step is 000341  mae is 0.054502  sad is 167.429626  mse is 0.020739  mae_t is 0.341311  sad is 15.738192  mse is 0.185157
the step is 000342  mae is 0.048567  sad is 149.199203  mse is 0.016977  mae_t is 0.289036  sad is 7.189770  mse is 0.159222
the step is 000343  mae is 0.053729  sad is 165.056763  mse is 0.022159  mae_t is 0.274758  sad is 11.505219  mse is 0.142301
the step is 000344  mae is 0.048576  sad is 149.225586  mse is 0.018593  mae_t is 0.261111  sad is 1.869558  mse is 0.134385
the step is 000345  mae is 0.061419  sad is 188.678528  mse is 0.030061  mae_t is 0.350241  sad is 9.995526  mse is 0.216697
the step is 000346  mae is 0.045927  sad is 141.086777  mse is 0.016164  mae_t is 0.257935  sad is 2.762741  mse is 0.114341
the step is 000347  mae is 0.065179  sad is 200.230072  mse is 0.033093  mae_t is 0.453341  sad is 1.502377  mse is 0.313284
the step is 000348  mae is 0.050627  sad is 155.525482  mse is 0.019613  mae_t is 0.243194  sad is 3.245916  mse is 0.100238
the step is 000349  mae is 0.055446  sad is 170.328827  mse is 0.021671  mae_t is 0.326081  sad is 4.939150  mse is 0.167811
the step is 000350  mae is 0.053082  sad is 163.067764  mse is 0.022139  mae_t is 0.326891  sad is 2.252610  mse is 0.199558
the step is 000351  mae is 0.051804  sad is 159.142609  mse is 0.019930  mae_t is 0.313860  sad is 3.777939  mse is 0.150808
the step is 000352  mae is 0.048627  sad is 149.383316  mse is 0.017128  mae_t is 0.309776  sad is 3.662794  mse is 0.138610
the step is 000353  mae is 0.042999  sad is 132.094299  mse is 0.013411  mae_t is 0.244368  sad is 2.219594  mse is 0.093688
the step is 000354  mae is 0.044576  sad is 136.937378  mse is 0.014151  mae_t is 0.298315  sad is 1.962914  mse is 0.126101
the step is 000355  mae is 0.059248  sad is 182.008347  mse is 0.025966  mae_t is 0.462854  sad is 8.579925  mse is 0.315479
the step is 000356  mae is 0.045619  sad is 140.142715  mse is 0.014509  mae_t is 0.271944  sad is 3.389244  mse is 0.106249
the step is 000357  mae is 0.053240  sad is 163.554367  mse is 0.018738  mae_t is 0.255082  sad is 3.722918  mse is 0.115654
the step is 000358  mae is 0.052571  sad is 161.497620  mse is 0.018975  mae_t is 0.439064  sad is 1.352322  mse is 0.233871
the step is 000359  mae is 0.049411  sad is 151.790222  mse is 0.016628  mae_t is 0.246970  sad is 3.375088  mse is 0.099009
